stylist_id,provider_name,country,city,area_name,postcode_outward,location_raw,service_name_raw,category_name_raw,price_minor,currency,booking_url,fallback_booking_url,snapshot_fetched_at,external_service_id,data_source
fe3120d4-5a41-4945-86cc-4d04f5d245c8,Lesleyhairstylist,England,London,,,East London,Medium Goddess Knotless Braids - Midback,Goddess Knotless Braids,12500,GBP,https://app.acuityscheduling.com/schedule.php?owner=14996228,,2026-01-15T12:43:01.697435+00:00,6,service_facts
fe3120d4-5a41-4945-86cc-4d04f5d245c8,Lesleyhairstylist,England,London,,,East London,Medium Goddess Knotless Braids - Waist Length,Goddess Knotless Braids,13500,GBP,https://app.acuityscheduling.com/schedule.php?owner=14996228,,2026-01-15T12:43:01.697435+00:00,7,service_facts
fe3120d4-5a41-4945-86cc-4d04f5d245c8,Lesleyhairstylist,England,London,,,East London,Medium Goddess Knotless Braids - Bob Length,Goddess Knotless Braids,11000,GBP,https://app.acuityscheduling.com/schedule.php?owner=14996228,,2026-01-15T12:43:01.697435+00:00,8,service_facts
aa2e84f8-4e43-4e2c-a287-17c10a3f848a,MELSXBEAUTYHAIR,England,South East London,,SE18,South East London,Knotless braids waist length,Kids (10 years and younger only),10000,GBP,https://app.acuityscheduling.com/schedule.php?owner=17235254,,2026-01-15T12:44:00.386347+00:00,4,service_facts
aa2e84f8-4e43-4e2c-a287-17c10a3f848a,MELSXBEAUTYHAIR,England,South East London,,SE18,South East London,Large Knotless,Kids (10 years and younger only),6500,GBP,https://app.acuityscheduling.com/schedule.php?owner=17235254,,2026-01-15T12:44:00.386347+00:00,8,service_facts
aa2e84f8-4e43-4e2c-a287-17c10a3f848a,MELSXBEAUTYHAIR,England,South East London,,SE18,South East London,Knotless braids Waist length,Knotless braids,14000,GBP,https://app.acuityscheduling.com/schedule.php?owner=17235254,,2026-01-15T12:44:00.386347+00:00,0,service_facts
aa2e84f8-4e43-4e2c-a287-17c10a3f848a,MELSXBEAUTYHAIR,England,South East London,,SE18,South East London,Knotless goddess hip length,Knotless braids,16500,GBP,https://app.acuityscheduling.com/schedule.php?owner=17235254,,2026-01-15T12:44:00.386347+00:00,1,service_facts
aa2e84f8-4e43-4e2c-a287-17c10a3f848a,MELSXBEAUTYHAIR,England,South East London,,SE18,South East London,Hip length knotless braids,Knotless braids,15500,GBP,https://app.acuityscheduling.com/schedule.php?owner=17235254,,2026-01-15T12:44:00.386347+00:00,2,service_facts
aa2e84f8-4e43-4e2c-a287-17c10a3f848a,MELSXBEAUTYHAIR,England,South East London,,SE18,South East London,Knotless goddess braids (BUM LENGTH),Knotless braids,19500,GBP,https://app.acuityscheduling.com/schedule.php?owner=17235254,,2026-01-15T12:44:00.386347+00:00,3,service_facts
aa2e84f8-4e43-4e2c-a287-17c10a3f848a,MELSXBEAUTYHAIR,England,South East London,,SE18,South East London,Gypsy Knotless braids (waist length),Knotless braids,27000,GBP,https://app.acuityscheduling.com/schedule.php?owner=17235254,,2026-01-15T12:44:00.386347+00:00,5,service_facts
aa2e84f8-4e43-4e2c-a287-17c10a3f848a,MELSXBEAUTYHAIR,England,South East London,,SE18,South East London,Knotless goddess (Bob length),Knotless braids,15500,GBP,https://app.acuityscheduling.com/schedule.php?owner=17235254,,2026-01-15T12:44:00.386347+00:00,6,service_facts
aa2e84f8-4e43-4e2c-a287-17c10a3f848a,MELSXBEAUTYHAIR,England,South East London,,SE18,South East London,Knotless goddess waist length,Knotless braids,15500,GBP,https://app.acuityscheduling.com/schedule.php?owner=17235254,,2026-01-15T12:44:00.386347+00:00,7,service_facts
aa2e84f8-4e43-4e2c-a287-17c10a3f848a,MELSXBEAUTYHAIR,England,South East London,,SE18,South East London,Large Knotless goddess (Bob),Knotless braids,8500,GBP,https://app.acuityscheduling.com/schedule.php?owner=17235254,,2026-01-15T12:44:00.386347+00:00,9,service_facts
aa2e84f8-4e43-4e2c-a287-17c10a3f848a,MELSXBEAUTYHAIR,England,South East London,,SE18,South East London,Large Knotless Bob,Knotless braids,7500,GBP,https://app.acuityscheduling.com/schedule.php?owner=17235254,,2026-01-15T12:44:00.386347+00:00,10,service_facts
aa2e84f8-4e43-4e2c-a287-17c10a3f848a,MELSXBEAUTYHAIR,England,South East London,,SE18,South East London,French curl/Silky goddess braids waist length,Knotless braids,17000,GBP,https://app.acuityscheduling.com/schedule.php?owner=17235254,,2026-01-15T12:44:00.386347+00:00,11,service_facts
aa2e84f8-4e43-4e2c-a287-17c10a3f848a,MELSXBEAUTYHAIR,England,South East London,,SE18,South East London,Knotless bob,Knotless braids,12500,GBP,https://app.acuityscheduling.com/schedule.php?owner=17235254,,2026-01-15T12:44:00.386347+00:00,12,service_facts
aa2e84f8-4e43-4e2c-a287-17c10a3f848a,MELSXBEAUTYHAIR,England,South East London,,SE18,South East London,French curl Bob length,Knotless braids,15000,GBP,https://app.acuityscheduling.com/schedule.php?owner=17235254,,2026-01-15T12:44:00.386347+00:00,13,service_facts
3dcdad49-b91d-4ee9-8f27-278dc88e6f07,My Tiara salon,Unknown,South London,SE15,,"South London, SE15",Large knotless braids,Braids,7000,GBP,https://app.acuityscheduling.com/schedule.php?owner=21073438,,2026-01-15T12:44:23.932041+00:00,1,service_facts
3dcdad49-b91d-4ee9-8f27-278dc88e6f07,My Tiara salon,Unknown,South London,SE15,,"South London, SE15",Medium knotless braids,Braids,8000,GBP,https://app.acuityscheduling.com/schedule.php?owner=21073438,,2026-01-15T12:44:23.932041+00:00,3,service_facts
3dcdad49-b91d-4ee9-8f27-278dc88e6f07,My Tiara salon,Unknown,South London,SE15,,"South London, SE15",Small knotless braids,Braids,9000,GBP,https://app.acuityscheduling.com/schedule.php?owner=21073438,,2026-01-15T12:44:23.932041+00:00,4,service_facts
4ee3b420-6911-415a-8c51-ec1d15dec17d,STYLEDBYIMAN,England,South East London,,,South East London,Small Knotless Shoulder Length Braids ,Knotless braids,13000,GBP,https://styledbyimank.as.me/,,2026-01-15T12:44:44.555784+00:00,6,service_facts
4ee3b420-6911-415a-8c51-ec1d15dec17d,STYLEDBYIMAN,England,South East London,,,South East London,Medium Shoulder length knotless braids ,Knotless braids,10000,GBP,https://styledbyimank.as.me/,,2026-01-15T12:44:44.555784+00:00,7,service_facts
4ee3b420-6911-415a-8c51-ec1d15dec17d,STYLEDBYIMAN,England,South East London,,,South East London,Large Knotless Shoulder Length Braids,Knotless braids,8000,GBP,https://styledbyimank.as.me/,,2026-01-15T12:44:44.555784+00:00,8,service_facts
813fb395-e313-4d78-a71b-9c3b54ee8f2f,Hausofbraids,England,London,,,East London,Large knotless braids,Braids,8500,GBP,https://app.acuityscheduling.com/schedule.php?owner=18190996,,2026-01-15T12:45:02.07298+00:00,2,service_facts
813fb395-e313-4d78-a71b-9c3b54ee8f2f,Hausofbraids,England,London,,,East London,medium knotless braids,Braids,15500,GBP,https://app.acuityscheduling.com/schedule.php?owner=18190996,,2026-01-15T12:45:02.07298+00:00,3,service_facts
813fb395-e313-4d78-a71b-9c3b54ee8f2f,Hausofbraids,England,London,,,East London,small knotless braids,Braids,23000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18190996,,2026-01-15T12:45:02.07298+00:00,6,service_facts
813fb395-e313-4d78-a71b-9c3b54ee8f2f,Hausofbraids,England,London,,,East London,Smedium knotless braids,Braids,20000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18190996,,2026-01-15T12:45:02.07298+00:00,10,service_facts
813fb395-e313-4d78-a71b-9c3b54ee8f2f,Hausofbraids,England,London,,,East London,Medium knotless Touch up,Braids,5500,GBP,https://app.acuityscheduling.com/schedule.php?owner=18190996,,2026-01-15T12:45:02.07298+00:00,11,service_facts
813fb395-e313-4d78-a71b-9c3b54ee8f2f,Hausofbraids,England,London,,,East London,Medium bob knotless braids,Braids,12500,GBP,https://app.acuityscheduling.com/schedule.php?owner=18190996,,2026-01-15T12:45:02.07298+00:00,15,service_facts
813fb395-e313-4d78-a71b-9c3b54ee8f2f,Hausofbraids,England,London,,,East London,smedium bob knotless braids  ,Braids,15500,GBP,https://app.acuityscheduling.com/schedule.php?owner=18190996,,2026-01-15T12:45:02.07298+00:00,17,service_facts
77fa9ace-9922-46b8-bbcb-1e5065a59b2e,Superb Salon,England,London,W4,,"London, W4",11 to 16  Years knotless braids small midd back from £120,,0,GBP,https://app.acuityscheduling.com/schedule.php?owner=28661998,,2026-01-15T12:45:27.620779+00:00,0,service_facts
77fa9ace-9922-46b8-bbcb-1e5065a59b2e,Superb Salon,England,London,W4,,"London, W4",Large Knotless box braids  from £90,,0,GBP,https://app.acuityscheduling.com/schedule.php?owner=28661998,,2026-01-15T12:45:27.620779+00:00,21,service_facts
77fa9ace-9922-46b8-bbcb-1e5065a59b2e,Superb Salon,England,London,W4,,"London, W4",Xtra small box knotless braids midd back from £200,,0,GBP,https://app.acuityscheduling.com/schedule.php?owner=28661998,,2026-01-15T12:45:27.620779+00:00,42,service_facts
77fa9ace-9922-46b8-bbcb-1e5065a59b2e,Superb Salon,England,London,W4,,"London, W4",Knotless curly bob medium from £110,,11000,GBP,https://app.acuityscheduling.com/schedule.php?owner=28661998,,2026-01-15T12:45:27.620779+00:00,59,service_facts
77fa9ace-9922-46b8-bbcb-1e5065a59b2e,Superb Salon,England,London,W4,,"London, W4",12-16 years Boho knotless braids small midd back back from £120,,0,GBP,https://app.acuityscheduling.com/schedule.php?owner=28661998,,2026-01-15T12:45:27.620779+00:00,69,service_facts
77fa9ace-9922-46b8-bbcb-1e5065a59b2e,Superb Salon,England,London,W4,,"London, W4",Knotless twist large medium from £90,,9000,GBP,https://app.acuityscheduling.com/schedule.php?owner=28661998,,2026-01-15T12:45:27.620779+00:00,82,service_facts
77fa9ace-9922-46b8-bbcb-1e5065a59b2e,Superb Salon,England,London,W4,,"London, W4",Bohemian Knotless Braids - Large midd back from £95,,0,GBP,https://app.acuityscheduling.com/schedule.php?owner=28661998,,2026-01-15T12:45:27.620779+00:00,91,service_facts
77fa9ace-9922-46b8-bbcb-1e5065a59b2e,Superb Salon,England,London,W4,,"London, W4",Bohemian Knotless Braids - Small mid-back from £150,,15000,GBP,https://app.acuityscheduling.com/schedule.php?owner=28661998,,2026-01-15T12:45:27.620779+00:00,93,service_facts
77fa9ace-9922-46b8-bbcb-1e5065a59b2e,Superb Salon,England,London,W4,,"London, W4",Girls age 11 - 16 Knotless Braids - Large mid-back from £65,,6500,GBP,https://app.acuityscheduling.com/schedule.php?owner=28661998,,2026-01-15T12:45:27.620779+00:00,102,service_facts
77fa9ace-9922-46b8-bbcb-1e5065a59b2e,Superb Salon,England,London,W4,,"London, W4",Girls age 6-10 knotless Braids - Medium mid-back,,8500,GBP,https://app.acuityscheduling.com/schedule.php?owner=28661998,,2026-01-15T12:45:27.620779+00:00,103,service_facts
77fa9ace-9922-46b8-bbcb-1e5065a59b2e,Superb Salon,England,London,W4,,"London, W4",Girls age 11 -16 Knotless Braids  Small back from 130,,13000,GBP,https://app.acuityscheduling.com/schedule.php?owner=28661998,,2026-01-15T12:45:27.620779+00:00,104,service_facts
77fa9ace-9922-46b8-bbcb-1e5065a59b2e,Superb Salon,England,London,W4,,"London, W4",Girls 6-10 years - Knotless braids Large from £60,,6000,GBP,https://app.acuityscheduling.com/schedule.php?owner=28661998,,2026-01-15T12:45:27.620779+00:00,108,service_facts
77fa9ace-9922-46b8-bbcb-1e5065a59b2e,Superb Salon,England,London,W4,,"London, W4",Girls 6-10 years - Knotless braids - Medium from £75,,7500,GBP,https://app.acuityscheduling.com/schedule.php?owner=28661998,,2026-01-15T12:45:27.620779+00:00,109,service_facts
77fa9ace-9922-46b8-bbcb-1e5065a59b2e,Superb Salon,England,London,W4,,"London, W4",Knotless Box Braids - Small mid-back from £140,,0,GBP,https://app.acuityscheduling.com/schedule.php?owner=28661998,,2026-01-15T12:45:27.620779+00:00,114,service_facts
77fa9ace-9922-46b8-bbcb-1e5065a59b2e,Superb Salon,England,London,W4,,"London, W4",Knotless Box Braids - Medium mid-back £130,,0,GBP,https://app.acuityscheduling.com/schedule.php?owner=28661998,,2026-01-15T12:45:27.620779+00:00,115,service_facts
19b9983b-0c38-4195-a66d-34452f27067a,S&Q BeautyPlaza,Unknown,Manchester,M8 8EL,,"Manchester , M8 8EL","Knotless braids,  medium size , waist length",CHILDREN (4 to 14 yrs),7000,GBP,https://app.acuityscheduling.com/schedule.php?owner=33126349,,2026-01-15T12:45:43.854252+00:00,6,service_facts
19b9983b-0c38-4195-a66d-34452f27067a,S&Q BeautyPlaza,Unknown,Manchester,M8 8EL,,"Manchester , M8 8EL","Small Knotless braids, shoulder length",LADIES BRAIDS ,8000,GBP,https://app.acuityscheduling.com/schedule.php?owner=33126349,,2026-01-15T12:45:43.854252+00:00,29,service_facts
19b9983b-0c38-4195-a66d-34452f27067a,S&Q BeautyPlaza,Unknown,Manchester,M8 8EL,,"Manchester , M8 8EL","Small Knotless braids, waist length",LADIES BRAIDS ,12000,GBP,https://app.acuityscheduling.com/schedule.php?owner=33126349,,2026-01-15T12:45:43.854252+00:00,30,service_facts
19b9983b-0c38-4195-a66d-34452f27067a,S&Q BeautyPlaza,Unknown,Manchester,M8 8EL,,"Manchester , M8 8EL","Small Knotless braids, bum length",LADIES BRAIDS ,15000,GBP,https://app.acuityscheduling.com/schedule.php?owner=33126349,,2026-01-15T12:45:43.854252+00:00,31,service_facts
19b9983b-0c38-4195-a66d-34452f27067a,S&Q BeautyPlaza,Unknown,Manchester,M8 8EL,,"Manchester , M8 8EL","Small Knotless braids, thighs length",LADIES BRAIDS ,17000,GBP,https://app.acuityscheduling.com/schedule.php?owner=33126349,,2026-01-15T12:45:43.854252+00:00,32,service_facts
19b9983b-0c38-4195-a66d-34452f27067a,S&Q BeautyPlaza,Unknown,Manchester,M8 8EL,,"Manchester , M8 8EL","Medium Knotless braids, shoulder length",LADIES BRAIDS ,7000,GBP,https://app.acuityscheduling.com/schedule.php?owner=33126349,,2026-01-15T12:45:43.854252+00:00,33,service_facts
19b9983b-0c38-4195-a66d-34452f27067a,S&Q BeautyPlaza,Unknown,Manchester,M8 8EL,,"Manchester , M8 8EL","Medium Knotless braids, waist length",LADIES BRAIDS ,10000,GBP,https://app.acuityscheduling.com/schedule.php?owner=33126349,,2026-01-15T12:45:43.854252+00:00,34,service_facts
19b9983b-0c38-4195-a66d-34452f27067a,S&Q BeautyPlaza,Unknown,Manchester,M8 8EL,,"Manchester , M8 8EL","Medium Knotless braids, bum length",LADIES BRAIDS ,12000,GBP,https://app.acuityscheduling.com/schedule.php?owner=33126349,,2026-01-15T12:45:43.854252+00:00,35,service_facts
19b9983b-0c38-4195-a66d-34452f27067a,S&Q BeautyPlaza,Unknown,Manchester,M8 8EL,,"Manchester , M8 8EL","Medium Knotless braids, thigh length",LADIES BRAIDS ,15000,GBP,https://app.acuityscheduling.com/schedule.php?owner=33126349,,2026-01-15T12:45:43.854252+00:00,36,service_facts
19b9983b-0c38-4195-a66d-34452f27067a,S&Q BeautyPlaza,Unknown,Manchester,M8 8EL,,"Manchester , M8 8EL","Large knotless braids , shoulder length",LADIES BRAIDS ,6500,GBP,https://app.acuityscheduling.com/schedule.php?owner=33126349,,2026-01-15T12:45:43.854252+00:00,37,service_facts
19b9983b-0c38-4195-a66d-34452f27067a,S&Q BeautyPlaza,Unknown,Manchester,M8 8EL,,"Manchester , M8 8EL","Large Knotless braids, waist length",LADIES BRAIDS ,8500,GBP,https://app.acuityscheduling.com/schedule.php?owner=33126349,,2026-01-15T12:45:43.854252+00:00,38,service_facts
19b9983b-0c38-4195-a66d-34452f27067a,S&Q BeautyPlaza,Unknown,Manchester,M8 8EL,,"Manchester , M8 8EL","Large Knotless braids, bum length",LADIES BRAIDS ,9000,GBP,https://app.acuityscheduling.com/schedule.php?owner=33126349,,2026-01-15T12:45:43.854252+00:00,39,service_facts
19b9983b-0c38-4195-a66d-34452f27067a,S&Q BeautyPlaza,Unknown,Manchester,M8 8EL,,"Manchester , M8 8EL","Large Knotless braids, thigh length",LADIES BRAIDS ,10000,GBP,https://app.acuityscheduling.com/schedule.php?owner=33126349,,2026-01-15T12:45:43.854252+00:00,40,service_facts
b001e98c-eb54-46e1-ad0a-f13a3c8c10ad,Kunakahair,England,Manchester,,M18,"Manchester, M18 7Nf",(J) Waist length ,Knotless braids / twists - Jumbo (add on boho) ,7000,GBP,https://app.acuityscheduling.com/schedule.php?owner=34360836,,2026-01-15T12:46:06.980193+00:00,0,service_facts
b001e98c-eb54-46e1-ad0a-f13a3c8c10ad,Kunakahair,England,Manchester,,M18,"Manchester, M18 7Nf",(J) mid back ,Knotless braids / twists - Jumbo (add on boho) ,5500,GBP,https://app.acuityscheduling.com/schedule.php?owner=34360836,,2026-01-15T12:46:06.980193+00:00,1,service_facts
b001e98c-eb54-46e1-ad0a-f13a3c8c10ad,Kunakahair,England,Manchester,,M18,"Manchester, M18 7Nf",(L) Mid - back length,Knotless Braids / Twists - Large (add on boho) ,7500,GBP,https://app.acuityscheduling.com/schedule.php?owner=34360836,,2026-01-15T12:46:06.980193+00:00,2,service_facts
55bd6f9c-5c57-473d-9943-7df0afe96aa1,Slayedbyfifi,Unknown,Manchester,M9 5TT,,"Manchester, M9 5TT",Small Box braids (Mid-Back),BOX BRAIDS/ KNOTLESS BRAIDS,12500,GBP,https://app.acuityscheduling.com/schedule.php?owner=30219544,,2026-01-15T14:15:47.63904+00:00,0,service_facts
55bd6f9c-5c57-473d-9943-7df0afe96aa1,Slayedbyfifi,Unknown,Manchester,M9 5TT,,"Manchester, M9 5TT",Medium Box braids (Mid-Back),BOX BRAIDS/ KNOTLESS BRAIDS,10500,GBP,https://app.acuityscheduling.com/schedule.php?owner=30219544,,2026-01-15T14:15:47.63904+00:00,1,service_facts
55bd6f9c-5c57-473d-9943-7df0afe96aa1,Slayedbyfifi,Unknown,Manchester,M9 5TT,,"Manchester, M9 5TT",Large Box Braids (Mid-Back),BOX BRAIDS/ KNOTLESS BRAIDS,9000,GBP,https://app.acuityscheduling.com/schedule.php?owner=30219544,,2026-01-15T14:15:47.63904+00:00,2,service_facts
55bd6f9c-5c57-473d-9943-7df0afe96aa1,Slayedbyfifi,Unknown,Manchester,M9 5TT,,"Manchester, M9 5TT",Jumbo Box braids,BOX BRAIDS/ KNOTLESS BRAIDS,6000,GBP,https://app.acuityscheduling.com/schedule.php?owner=30219544,,2026-01-15T14:15:47.63904+00:00,3,service_facts
55bd6f9c-5c57-473d-9943-7df0afe96aa1,Slayedbyfifi,Unknown,Manchester,M9 5TT,,"Manchester, M9 5TT",Small  Knotless Braids (Mid-Back),BOX BRAIDS/ KNOTLESS BRAIDS,13500,GBP,https://app.acuityscheduling.com/schedule.php?owner=30219544,,2026-01-15T14:15:47.63904+00:00,4,service_facts
55bd6f9c-5c57-473d-9943-7df0afe96aa1,Slayedbyfifi,Unknown,Manchester,M9 5TT,,"Manchester, M9 5TT",Jumbo Knotless Braids (Mid-Back),BOX BRAIDS/ KNOTLESS BRAIDS,8500,GBP,https://app.acuityscheduling.com/schedule.php?owner=30219544,,2026-01-15T14:15:47.63904+00:00,5,service_facts
55bd6f9c-5c57-473d-9943-7df0afe96aa1,Slayedbyfifi,Unknown,Manchester,M9 5TT,,"Manchester, M9 5TT",Large Knotless Braids (Mid-Back),BOX BRAIDS/ KNOTLESS BRAIDS,9500,GBP,https://app.acuityscheduling.com/schedule.php?owner=30219544,,2026-01-15T14:15:47.63904+00:00,6,service_facts
55bd6f9c-5c57-473d-9943-7df0afe96aa1,Slayedbyfifi,Unknown,Manchester,M9 5TT,,"Manchester, M9 5TT",Medium Knotless Braids (Mid-Back),BOX BRAIDS/ KNOTLESS BRAIDS,10500,GBP,https://app.acuityscheduling.com/schedule.php?owner=30219544,,2026-01-15T14:15:47.63904+00:00,7,service_facts
55bd6f9c-5c57-473d-9943-7df0afe96aa1,Slayedbyfifi,Unknown,Manchester,M9 5TT,,"Manchester, M9 5TT",Small Medium Box braids ,BOX BRAIDS/ KNOTLESS BRAIDS,11500,GBP,https://app.acuityscheduling.com/schedule.php?owner=30219544,,2026-01-15T14:15:47.63904+00:00,8,service_facts
55bd6f9c-5c57-473d-9943-7df0afe96aa1,Slayedbyfifi,Unknown,Manchester,M9 5TT,,"Manchester, M9 5TT",Small  Medium Knotless Braids (Mid-Back) ,BOX BRAIDS/ KNOTLESS BRAIDS,12000,GBP,https://app.acuityscheduling.com/schedule.php?owner=30219544,,2026-01-15T14:15:47.63904+00:00,9,service_facts
55bd6f9c-5c57-473d-9943-7df0afe96aa1,Slayedbyfifi,Unknown,Manchester,M9 5TT,,"Manchester, M9 5TT",Small Medium Box braids (Mid-Back) ,BOX BRAIDS/ KNOTLESS BRAIDS,11500,GBP,https://app.acuityscheduling.com/schedule.php?owner=30219544,,2026-01-15T14:15:47.63904+00:00,10,service_facts
172cd340-c60f-45d3-9f2b-57314212f0e3,South West Six Salon,England,London,SW6,,"West London, SW6",Small Goddess Braids,Braids - Goddess Braids (Box or Knotless),15000,GBP,https://app.acuityscheduling.com/schedule.php?owner=27683408,,2026-01-15T12:48:29.702724+00:00,0,service_facts
172cd340-c60f-45d3-9f2b-57314212f0e3,South West Six Salon,England,London,SW6,,"West London, SW6",Medium Goddess Braids,Braids - Goddess Braids (Box or Knotless),12000,GBP,https://app.acuityscheduling.com/schedule.php?owner=27683408,,2026-01-15T12:48:29.702724+00:00,1,service_facts
172cd340-c60f-45d3-9f2b-57314212f0e3,South West Six Salon,England,London,SW6,,"West London, SW6",SMedium Goddess Braid,Braids - Goddess Braids (Box or Knotless),13500,GBP,https://app.acuityscheduling.com/schedule.php?owner=27683408,,2026-01-15T12:48:29.702724+00:00,2,service_facts
172cd340-c60f-45d3-9f2b-57314212f0e3,South West Six Salon,England,London,SW6,,"West London, SW6",Large Goddess Braids,Braids - Goddess Braids (Box or Knotless),10000,GBP,https://app.acuityscheduling.com/schedule.php?owner=27683408,,2026-01-15T12:48:29.702724+00:00,3,service_facts
172cd340-c60f-45d3-9f2b-57314212f0e3,South West Six Salon,England,London,SW6,,"West London, SW6",Extra Small Goddess Braids,Braids - Goddess Braids (Box or Knotless),18000,GBP,https://app.acuityscheduling.com/schedule.php?owner=27683408,,2026-01-15T12:48:29.702724+00:00,4,service_facts
51bb5102-01d6-4a06-9e71-72a9d798574c,Braids By London,England,London,,,London,Small knotless,,33000,GBP,https://braidsbylondon1.as.me/,,2026-01-15T12:53:04.836369+00:00,4,service_facts
51bb5102-01d6-4a06-9e71-72a9d798574c,Braids By London,England,London,,,London,Smedium BoHo Knotless,,29000,GBP,https://braidsbylondon1.as.me/,,2026-01-15T12:53:04.836369+00:00,10,service_facts
51bb5102-01d6-4a06-9e71-72a9d798574c,Braids By London,England,London,,,London,Small BoHo Knotless,,32000,GBP,https://braidsbylondon1.as.me/,,2026-01-15T12:53:04.836369+00:00,11,service_facts
51bb5102-01d6-4a06-9e71-72a9d798574c,Braids By London,England,London,,,London,Bob Boho Knotless,,19000,GBP,https://braidsbylondon1.as.me/,,2026-01-15T12:53:04.836369+00:00,12,service_facts
51bb5102-01d6-4a06-9e71-72a9d798574c,Braids By London,England,London,,,London,X-Large/Jumbo Knotless,,12000,GBP,https://braidsbylondon1.as.me/,,2026-01-15T12:53:04.836369+00:00,16,service_facts
51bb5102-01d6-4a06-9e71-72a9d798574c,Braids By London,England,London,,,London,Large Knotless,,15000,GBP,https://braidsbylondon1.as.me/,,2026-01-15T12:53:04.836369+00:00,19,service_facts
51bb5102-01d6-4a06-9e71-72a9d798574c,Braids By London,England,London,,,London,Medium Knotless,,20000,GBP,https://braidsbylondon1.as.me/,,2026-01-15T12:53:04.836369+00:00,20,service_facts
51bb5102-01d6-4a06-9e71-72a9d798574c,Braids By London,England,London,,,London,BOHO Medium Knotless,,27500,GBP,https://braidsbylondon1.as.me/,,2026-01-15T12:53:04.836369+00:00,21,service_facts
51bb5102-01d6-4a06-9e71-72a9d798574c,Braids By London,England,London,,,London,BOHO Large Knotless,,16500,GBP,https://braidsbylondon1.as.me/,,2026-01-15T12:53:04.836369+00:00,22,service_facts
51bb5102-01d6-4a06-9e71-72a9d798574c,Braids By London,England,London,,,London,Boho Tribal Braids /Fulani Braids w/ Medium Knotless Braids in back,,25000,GBP,https://braidsbylondon1.as.me/,,2026-01-15T12:53:04.836369+00:00,25,service_facts
b4936557-cd0a-4ad1-adfd-b2cabed67e9d,1KSTYLES,England,South London,,,"South London, TER",Bohemian Jumbo Knotless ⭐️,🔥  KNOTLESS BRAIDS 🔥 ,28000,GBP,https://1kstyles.as.me/,,2026-01-15T14:15:19.7138+00:00,0,service_facts
b4936557-cd0a-4ad1-adfd-b2cabed67e9d,1KSTYLES,England,South London,,,"South London, TER",1KSTYLES BOHO KNOTLESS 🔥,🔥  KNOTLESS BRAIDS 🔥 ,58000,GBP,https://1kstyles.as.me/,,2026-01-15T14:15:19.7138+00:00,1,service_facts
b4936557-cd0a-4ad1-adfd-b2cabed67e9d,1KSTYLES,England,South London,,,"South London, TER",Jumbo Knotless ⭐️,🔥  KNOTLESS BRAIDS 🔥 ,27000,GBP,https://1kstyles.as.me/,,2026-01-15T14:15:19.7138+00:00,2,service_facts
b4936557-cd0a-4ad1-adfd-b2cabed67e9d,1KSTYLES,England,South London,,,"South London, TER",Medium Knotless ⭐️,🔥  KNOTLESS BRAIDS 🔥 ,55000,GBP,https://1kstyles.as.me/,,2026-01-15T14:15:19.7138+00:00,3,service_facts
b4936557-cd0a-4ad1-adfd-b2cabed67e9d,1KSTYLES,England,South London,,,"South London, TER",Medium Large Knotless ⭐️,🔥  KNOTLESS BRAIDS 🔥 ,25000,GBP,https://1kstyles.as.me/,,2026-01-15T14:15:19.7138+00:00,4,service_facts
a3c655b8-d057-4cb2-89fd-e2c3ac37415f,noquesalon,England,London,E8,,"London, E8",Small Knotless,A CLASS BRAIDED BUSSDOWN!!!,15000,GBP,https://app.acuityscheduling.com/schedule.php?owner=34675344,,2026-01-15T12:55:12.189262+00:00,0,service_facts
a3c655b8-d057-4cb2-89fd-e2c3ac37415f,noquesalon,England,London,E8,,"London, E8",Medium Knotless,A CLASS BRAIDED BUSSDOWN!!!,11500,GBP,https://app.acuityscheduling.com/schedule.php?owner=34675344,,2026-01-15T12:55:12.189262+00:00,2,service_facts
a3c655b8-d057-4cb2-89fd-e2c3ac37415f,noquesalon,England,London,E8,,"London, E8",Large Knotless,A CLASS BRAIDED BUSSDOWN!!!,9000,GBP,https://app.acuityscheduling.com/schedule.php?owner=34675344,,2026-01-15T12:55:12.189262+00:00,3,service_facts
a3c655b8-d057-4cb2-89fd-e2c3ac37415f,noquesalon,England,London,E8,,"London, E8",Smedium Boho Knotless,CURLS or BRAIDS - BOHO,18000,GBP,https://app.acuityscheduling.com/schedule.php?owner=34675344,,2026-01-15T12:55:12.189262+00:00,1,service_facts
fb5f9eca-d225-4c5d-9fdd-e7dbe2096da2,Rachel.Braids,England,South East London,,SE16,South East London,Small Knotless Boho - Shoulder Length EF,Boho Braids (Human Hair - Extra Fullness),20000,GBP,https://app.acuityscheduling.com/schedule.php?owner=20149609,,2026-01-15T12:57:09.157595+00:00,0,service_facts
fb5f9eca-d225-4c5d-9fdd-e7dbe2096da2,Rachel.Braids,England,South East London,,SE16,South East London,Small Knotless Boho - Midback Length EF,Boho Braids (Human Hair - Extra Fullness),21000,GBP,https://app.acuityscheduling.com/schedule.php?owner=20149609,,2026-01-15T12:57:09.157595+00:00,1,service_facts
fb5f9eca-d225-4c5d-9fdd-e7dbe2096da2,Rachel.Braids,England,South East London,,SE16,South East London,Small Knotless Boho - Waist Length EF,Boho Braids (Human Hair - Extra Fullness),22000,GBP,https://app.acuityscheduling.com/schedule.php?owner=20149609,,2026-01-15T12:57:09.157595+00:00,2,service_facts
